Movie Title,Weather,Time,Action,Adventure,Animation,Children,Comedy,Crime,Documentary,Drama,Fantasy,History,Horror,Musical,Mystery,Romance,Sci-Fi,Thriller,War,Western
Movie 1889,202,9.58,0,1,1,1,0,1,0,0,1,0,0,1,1,1,0,1,0,0
Movie 1890,300,11.11,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
Movie 1891,621,22.5,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Movie 1892,612,22.08,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Movie 1893,762,11.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Movie 1894,761,9.03,0,1,1,1,0,1,0,0,1,0,0,1,1,1,0,0,0,1
Movie 1895,621,23.59,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Movie 1896,771,21.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Movie 1897,230,13.29,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,0,1
Movie 1898,501,22.01,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Movie 1899,502,2.41,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0
Movie 1900,761,1.51,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1
Movie 1901,300,14.44,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
Movie 1902,612,14.27,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1
Movie 1903,781,16.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Movie 1904,311,16.26,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
Movie 1905,313,14.68,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1
Movie 1906,802,8.79,0,1,1,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0
Movie 1907,621,18.85,0,1,1,1,1,1,1,0,1,1,0,0,1,1,0,0,1,0
Movie 1908,321,21.48,0,0,0,0,1,1,1,0,0,1,0,0,1,1,0,0,1,0
Movie 1909,212,18.44,0,0,0,0,1,1,1,0,0,1,1,0,1,1,1,1,1,0
Movie 1910,313,23.3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Movie 1911,314,2.36,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Movie 1912,622,1.5,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Movie 1913,501,9.21,0,1,1,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0
Movie 1914,202,13.35,1,0,0,0,0,1,0,1,1,0,0,0,1,1,0,1,0,1
Movie 1915,501,10.29,0,1,1,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0
Movie 1916,502,11.68,0,1,1,1,0,1,1,0,1,1,0,1,0,0,0,0,1,0
Movie 1917,781,13.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Movie 1918,504,0.35,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0
Movie 1919,771,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Movie 1920,221,5.02,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
Movie 1921,762,23.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Movie 1922,801,10.81,0,1,1,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0
Movie 1923,622,1.43,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Movie 1924,522,23.11,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0
Movie 1925,212,3.86,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
Movie 1926,804,20.87,0,0,0,0,1,1,1,0,0,1,0,0,1,1,0,0,1,0
Movie 1927,762,10.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Movie 1928,751,19.02,0,0,0,0,1,1,1,0,0,1,0,0,1,1,0,0,1,1
Movie 1929,601,10.13,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
Movie 1930,741,19.92,0,0,0,0,1,1,1,0,0,1,0,0,1,1,0,0,1,0
Movie 1931,613,14.42,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1
Movie 1932,602,12.47,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1
Movie 1933,300,16.39,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
Movie 1934,200,4.75,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0
Movie 1935,202,4.29,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0
Movie 1936,511,19.38,0,0,0,0,1,1,1,0,0,1,0,0,1,1,0,0,1,0
Movie 1937,762,16.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Movie 1938,313,14.95,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1
Movie 1939,202,22.53,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0
Movie 1940,803,5.89,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Movie 1941,620,5.31,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Movie 1942,230,7.27,0,1,1,1,0,1,0,0,1,0,0,1,0,0,1,1,0,0
Movie 1943,531,10.8,0,1,1,1,0,1,1,0,1,0,0,1,0,0,0,0,1,0
Movie 1944,622,8.21,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
Movie 1945,231,5.31,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0
Movie 1946,302,15.7,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
Movie 1947,503,1.27,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0
Movie 1948,721,18.98,0,0,0,0,1,1,1,0,0,1,0,0,1,1,0,0,1,1
Movie 1949,503,21.77,0,0,0,0,1,1,1,0,0,1,0,0,1,1,0,0,1,0
Movie 1950,301,13.84,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
Movie 1951,721,5.39,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1
Movie 1952,531,13.99,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1
Movie 1953,613,2.27,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Movie 1954,601,22.63,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Movie 1955,611,3.7,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Movie 1956,803,7.99,0,1,1,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0
Movie 1957,741,0.83,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0
Movie 1958,771,9.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Movie 1959,804,5.73,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Movie 1960,310,17.94,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
Movie 1961,616,8.82,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
Movie 1962,731,4.49,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1
Movie 1963,314,21.82,0,0,0,0,1,1,1,0,0,1,0,0,1,1,0,0,1,0
Movie 1964,741,12.3,1,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,1
Movie 1965,731,22.14,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1
Movie 1966,531,22.91,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
Movie 1967,211,7.27,0,1,1,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0
Movie 1968,731,9.26,0,1,1,1,0,1,0,0,1,0,0,1,1,1,0,0,0,1
Movie 1969,201,5.85,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0
Movie 1970,622,3.81,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Movie 1971,221,8.12,0,1,1,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0
Movie 1972,310,1.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Movie 1973,800,8.25,1,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0
Movie 1974,501,12.76,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1
Movie 1975,781,23.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Movie 1976,314,16.61,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1
Movie 1977,211,6.11,0,1,1,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0
Movie 1978,803,8.41,0,1,1,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0
Movie 1979,302,6.72,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
Movie 1980,615,15.43,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1
Movie 1981,321,5.48,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Movie 1982,622,5.7,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Movie 1983,503,16.23,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,1
Movie 1984,803,21.01,0,0,0,0,1,1,1,0,0,1,0,0,1,1,0,0,1,0
Movie 1985,781,20.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Movie 1986,611,13.28,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1
Movie 1987,803,21.32,0,0,0,0,1,1,1,0,0,1,0,0,1,1,0,0,1,0
Movie 1988,212,13.47,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,1
Movie 1989,221,9.27,0,1,1,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0
Movie 1990,313,21.81,0,0,0,0,1,1,1,0,0,1,0,0,1,1,0,0,1,0
Movie 1991,312,22.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Movie 1992,504,15.93,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,1
Movie 1993,301,15.29,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
Movie 1994,771,7.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Movie 1995,531,23.12,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
Movie 1996,803,21.38,0,0,0,0,1,1,1,0,0,1,0,0,1,1,0,0,1,0
Movie 1997,771,6.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Movie 1998,600,7.54,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
Movie 1999,504,15.7,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,1
Movie 2000,404,7.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Movie 2001,801,18.6,0,0,0,0,1,1,1,0,0,1,0,0,1,1,0,0,1,0
Movie 2002,741,10.66,0,1,1,1,0,1,0,0,1,0,0,1,1,1,0,0,0,0
Movie 2003,313,10.14,0,1,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0
Movie 2004,300,21.15,0,0,0,0,1,1,1,0,0,1,0,0,1,1,0,0,1,0
Movie 2005,612,12.96,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1
Movie 2006,500,2.61,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Movie 2007,500,5.53,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Movie 2008,321,10.95,0,1,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0
Movie 2009,762,23.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Movie 2010,300,17.89,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
Movie 2011,613,7.67,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
Movie 2012,211,0.83,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Movie 2013,751,15.45,1,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,1
Movie 2014,620,14.68,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1
Movie 2015,502,23.68,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0
Movie 2016,311,19.96,0,0,0,0,1,1,1,0,0,1,0,0,1,1,0,0,1,0
Movie 2017,601,0.54,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Movie 2018,616,21.68,0,1,1,1,1,1,1,0,1,1,0,0,1,1,0,0,1,0
Movie 2019,502,5.37,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0
Movie 2020,300,10.78,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
Movie 2021,522,14.64,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,1
Movie 2022,503,6.49,0,1,1,1,0,1,1,0,1,1,0,1,0,0,0,0,1,0
Movie 2023,621,12.64,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1
Movie 2024,741,19.46,0,0,0,0,1,1,1,0,0,1,0,0,1,1,0,0,1,0
Movie 2025,201,14.5,1,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,1,1
Movie 2026,231,22.65,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0
Movie 2027,601,1.63,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Movie 2028,602,3.31,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Movie 2029,751,16.37,1,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,1
Movie 2030,231,7.52,0,1,1,1,0,1,0,0,1,0,0,1,1,1,0,1,0,0
Movie 2031,522,11.94,0,1,1,1,0,1,1,0,1,1,0,1,0,0,0,0,1,0
Movie 2032,404,19.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Movie 2033,721,20.55,0,0,0,0,1,1,1,0,0,1,0,0,1,1,0,0,1,1
Movie 2034,521,6.7,0,1,1,1,0,1,1,0,1,1,0,1,0,0,0,0,1,0
Movie 2035,500,8.07,0,1,1,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0
Movie 2036,602,18.48,0,1,1,1,1,1,1,0,1,1,0,0,1,1,0,0,1,0
Movie 2037,321,3.59,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Movie 2038,800,22.52,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Movie 2039,801,14.48,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1
Movie 2040,302,8.39,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
Movie 2041,602,14.04,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1
Movie 2042,221,12.56,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1
Movie 2043,301,20.02,0,0,0,0,1,1,1,0,0,1,0,0,1,1,0,0,1,0
Movie 2044,310,2.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Movie 2045,701,21.79,0,0,0,0,1,1,1,0,0,1,0,0,1,1,0,0,1,1
Movie 2046,701,3.12,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1
Movie 2047,503,13.35,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,1
Movie 2048,615,16.98,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1
Movie 2049,600,17.55,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1
Movie 2050,321,10.86,0,1,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0
Movie 2051,600,8.86,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
Movie 2052,602,10.91,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
Movie 2053,522,3.69,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0
Movie 2054,771,6.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Movie 2055,200,14.29,1,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,1,1
Movie 2056,501,2.12,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Movie 2057,621,8.73,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
Movie 2058,404,19.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Movie 2059,800,1.64,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Movie 2060,522,3.51,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0
Movie 2061,503,0.06,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0
Movie 2062,622,18.79,0,1,1,1,1,1,1,0,1,1,0,0,1,1,0,0,1,0
Movie 2063,501,13.49,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1
Movie 2064,200,6.65,0,1,1,1,0,1,0,0,1,0,0,1,1,1,0,0,1,0
Movie 2065,502,3.29,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0
Movie 2066,802,7.71,0,1,1,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0
Movie 2067,300,0.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Movie 2068,802,17.53,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1
Movie 2069,762,17.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Movie 2070,600,5.63,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Movie 2071,531,6.26,0,1,1,1,0,1,1,0,1,0,0,1,0,0,0,0,1,0
Movie 2072,314,17.22,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1
Movie 2073,762,10.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Movie 2074,221,8.89,0,1,1,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0
Movie 2075,801,1.46,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Movie 2076,701,4.78,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1
Movie 2077,503,14.79,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,1
Movie 2078,721,1.02,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1
Movie 2079,771,0.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Movie 2080,314,0.29,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Movie 2081,300,20.38,0,0,0,0,1,1,1,0,0,1,0,0,1,1,0,0,1,0
Movie 2082,621,21.12,0,1,1,1,1,1,1,0,1,1,0,0,1,1,0,0,1,0
Movie 2083,314,7.61,0,1,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0
Movie 2084,731,23.24,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1
Movie 2085,611,11.16,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
Movie 2086,501,7.46,0,1,1,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0
Movie 2087,212,1.59,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
Movie 2088,711,12.21,1,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,1
Movie 2089,771,21.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Movie 2090,321,4.23,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Movie 2091,762,10.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Movie 2092,522,11.9,0,1,1,1,0,1,1,0,1,1,0,1,0,0,0,0,1,0
Movie 2093,404,15.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Movie 2094,801,13.75,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1
Movie 2095,202,3.89,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0
Movie 2096,210,10.2,0,1,1,1,0,1,0,0,1,0,0,1,1,1,1,0,0,0
Movie 2097,211,20.36,0,0,0,0,1,1,1,0,0,1,0,0,1,1,0,0,1,0
Movie 2098,502,1.45,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0
Movie 2099,741,18.4,0,0,0,0,1,1,1,0,0,1,0,0,1,1,0,0,1,0
Movie 2100,212,1.18,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
Movie 2101,404,7.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Movie 2102,801,20.84,0,0,0,0,1,1,1,0,0,1,0,0,1,1,0,0,1,0
Movie 2103,751,3.6,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1
Movie 2104,201,9.43,0,1,1,1,0,1,0,0,1,0,0,1,1,1,0,0,1,0
Movie 2105,312,5.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Movie 2106,762,0.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Movie 2107,622,0.6,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Movie 2108,231,3.75,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0
Movie 2109,404,13.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Movie 2110,701,5.11,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1
Movie 2111,314,21.79,0,0,0,0,1,1,1,0,0,1,0,0,1,1,0,0,1,0
Movie 2112,620,2.64,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Movie 2113,521,8.01,0,1,1,1,0,1,1,0,1,1,0,1,0,0,0,0,1,0
Movie 2114,502,23.3,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0
Movie 2115,321,21.83,0,0,0,0,1,1,1,0,0,1,0,0,1,1,0,0,1,0
Movie 2116,202,18.89,0,0,0,0,1,1,1,0,0,1,0,0,1,1,0,1,1,0
Movie 2117,521,19.11,0,0,0,0,1,1,1,0,0,1,0,0,1,1,0,0,1,0
Movie 2118,621,22.22,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Movie 2119,711,20.23,0,0,0,0,1,1,1,0,0,1,0,0,1,1,0,0,1,1
Movie 2120,321,2.1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Movie 2121,803,3.05,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Movie 2122,302,12.02,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
Movie 2123,600,16.55,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1
Movie 2124,611,6.22,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
Movie 2125,781,20.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Movie 2126,721,20.89,0,0,0,0,1,1,1,0,0,1,0,0,1,1,0,0,1,1
Movie 2127,211,23.87,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Movie 2128,230,19.53,0,0,0,0,1,1,1,0,0,1,0,0,1,1,1,1,1,0
Movie 2129,611,5.14,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Movie 2130,771,6.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Movie 2131,620,0.92,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Movie 2132,741,19.34,0,0,0,0,1,1,1,0,0,1,0,0,1,1,0,0,1,0
Movie 2133,501,16.54,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1
Movie 2134,622,1.42,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Movie 2135,314,2.66,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Movie 2136,302,14.36,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
Movie 2137,781,17.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Movie 2138,621,6.74,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
Movie 2139,621,19.65,0,1,1,1,1,1,1,0,1,1,0,0,1,1,0,0,1,0
Movie 2140,781,4.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Movie 2141,503,14.58,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,1
Movie 2142,211,18.17,0,0,0,0,1,1,1,0,0,1,0,0,1,1,0,0,1,0
Movie 2143,211,11.08,0,1,1,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0
Movie 2144,500,23.48,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Movie 2145,611,10.8,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
Movie 2146,801,21.19,0,0,0,0,1,1,1,0,0,1,0,0,1,1,0,0,1,0
Movie 2147,751,20.51,0,0,0,0,1,1,1,0,0,1,0,0,1,1,0,0,1,1
Movie 2148,762,7.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Movie 2149,210,9.54,0,1,1,1,0,1,0,0,1,0,0,1,1,1,1,0,0,0
Movie 2150,502,18.91,0,0,0,0,1,1,1,0,0,1,0,0,1,1,0,0,1,0
Movie 2151,311,18.97,0,0,0,0,1,1,1,0,0,1,0,0,1,1,0,0,1,0
Movie 2152,202,15.03,1,0,0,0,0,1,0,1,1,0,0,0,1,1,0,1,0,1
Movie 2153,500,16.2,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1
Movie 2154,313,11.81,0,1,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0
Movie 2155,711,12.9,1,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,1
Movie 2156,321,15.5,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1
Movie 2157,232,23.4,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0
Movie 2158,210,17.44,1,0,0,0,0,1,0,1,1,0,0,0,1,1,1,0,0,1
Movie 2159,622,3.47,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Movie 2160,232,21.63,0,0,0,0,1,1,1,0,0,1,0,0,1,1,0,1,1,0
Movie 2161,620,1.24,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Movie 2162,615,1.58,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Movie 2163,602,10.02,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
Movie 2164,502,23.65,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0
Movie 2165,611,15.13,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1
Movie 2166,321,4.55,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Movie 2167,230,17.23,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,0,1
Movie 2168,620,8.86,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
Movie 2169,212,18.0,0,0,0,0,1,1,1,0,0,1,1,0,1,1,1,1,1,0
Movie 2170,761,16.1,1,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,1
Movie 2171,232,15.19,1,0,0,0,0,1,0,1,1,0,0,0,1,1,0,1,0,1
